"userid","country","groups","deviceid","device","sellerid","itemid","date","views","clicks","revenue"
5581,"US","treatment",16024,"Android",368,2055,2017-05-16,4,0,0
1090,"CN","treatment",16944,"Android",408,2868,2017-05-10,4,1,0
5683,"CA","control",5292,"Ios",327,1103,2017-05-21,4,3,0
8562,"US","control",7170,"Other",131,1097,2017-05-13,8,3,0
5620,"CN","control",17730,"Web",413,2145,2017-05-19,4,1,0
6192,"GB","treatment",19151,"Web",326,1541,2017-05-21,5,0,0
8750,"US","control",6708,"Web",168,2258,2017-05-19,2,0,0
9052,"US","control",19849,"Web",449,2555,2017-05-17,6,2,0
1621,"CA","treatment",19657,"Ios",477,2344,2017-05-15,3,0,0
7658,"CN","treatment",16634,"Ios",372,1585,2017-05-18,3,2,0
6611,"US","treatment",19839,"Android",303,2629,2017-05-11,6,1,0
7064,"US","treatment",18495,"Android",286,2652,2017-05-15,5,2,0
2339,"US","treatment",6230,"Web",472,2660,2017-05-11,6,1,0
3481,"US","control",14794,"Ios",225,1190,2017-05-09,0,0,0
8221,"US","control",16403,"Android",413,1750,2017-05-12,2,0,0
1858,"US","control",17823,"Android",226,2387,2017-05-20,6,4,0
6712,"US","treatment",7698,"Other",353,1890,2017-05-19,5,1,0
3864,"CA","control",7585,"Ios",122,2816,2017-05-09,3,1,0
7939,"CN","treatment",7928,"Android",385,1537,2017-05-08,8,1,0
8377,"CN","control",5411,"Android",285,2456,2017-05-14,6,1,0
8200,"GB","treatment",5342,"Web",354,2429,2017-05-16,6,1,0
6441,"GB","treatment",12047,"Web",138,1493,2017-05-09,6,1,0
7493,"US","treatment",14559,"Ios",207,2067,2017-05-15,12,2,0
2915,"CA","treatment",16266,"Other",469,1821,2017-05-17,8,0,0
4562,"CA","treatment",18306,"Other",148,2430,2017-05-11,8,2,0
6247,"GB","control",16127,"Ios",137,1676,2017-05-18,5,2,0
5772,"US","control",14516,"Web",382,2847,2017-05-15,2,1,0
1219,"CN","control",14060,"Android",293,2601,2017-05-08,2,0,0
6183,"US","control",10325,"Android",196,2981,2017-05-15,4,1,103.994630650962
9919,"CA","treatment",15554,"Other",293,2912,2017-05-18,5,2,0
5633,"GB","control",15291,"Other",223,1090,2017-05-21,6,1,63.5830523686965
5426,"GB","treatment",13688,"Other",415,2152,2017-05-11,4,0,0
2139,"GB","control",15791,"Android",256,1985,2017-05-18,10,2,126.532637464325
9060,"CN","control",12826,"Android",224,2979,2017-05-18,7,1,0
4157,"CA","treatment",16696,"Web",278,2764,2017-05-21,4,0,0
9578,"CA","treatment",8368,"Web",438,1884,2017-05-17,3,2,0
4148,"CA","treatment",5951,"Web",343,1525,2017-05-19,3,0,0
2960,"CN","treatment",15125,"Android",419,1247,2017-05-21,6,1,0
8233,"CA","treatment",5290,"Web",489,1070,2017-05-09,6,2,0
7718,"US","treatment",6593,"Android",163,2971,2017-05-09,5,1,0
3225,"GB","control",7642,"Android",246,1222,2017-05-11,6,1,0
5437,"GB","control",5756,"Web",145,1008,2017-05-14,8,1,0
7294,"CA","control",18739,"Ios",200,2710,2017-05-12,5,2,116.242479238868
1077,"US","control",7417,"Ios",461,1157,2017-05-19,7,2,0
3681,"CA","control",14415,"Android",164,2918,2017-05-08,4,1,0
5585,"US","treatment",19970,"Web",107,2981,2017-05-14,7,3,116.941458929862
2804,"CA","treatment",19468,"Other",297,2576,2017-05-12,7,0,0
5566,"US","treatment",6089,"Web",393,1681,2017-05-12,6,1,0
NA,"US","treatment",19403,"Web",179,2628,2017-05-16,0,0,0
4569,"CN","treatment",10784,"Other",204,1897,2017-05-19,6,1,0
4037,"CN","treatment",19615,"Android",359,1942,2017-05-19,6,1,0
7065,"US","control",13475,"Ios",445,2464,2017-05-16,6,1,0
5265,"US","control",8364,"Web",122,1414,2017-05-16,5,1,0
4126,"US","control",11989,"Ios",209,1918,2017-05-14,12,2,0
8256,"CA","treatment",13657,"Android",374,1056,2017-05-21,10,2,0
8047,"GB","treatment",17352,"Other",421,2867,2017-05-17,5,1,0
1507,"US","treatment",13842,"Ios",107,1043,2017-05-15,4,0,0
3969,"CN","treatment",11672,"Android",120,1084,2017-05-15,6,3,0
5565,"US","treatment",19166,"Web",482,1844,2017-05-19,8,2,0
8134,"US","control",19948,"Web",214,2762,2017-05-21,7,2,0
4946,"CN","treatment",7913,"Web",150,1681,2017-05-15,8,2,0
1884,"US","control",16739,"Ios",440,1494,2017-05-15,6,3,105.427550405677
3215,"CA","control",7480,"Ios",426,2988,2017-05-15,5,1,0
9156,"CA","treatment",16003,"Android",489,1871,2017-05-09,7,1,0
8087,"CA","treatment",18188,"Ios",267,1722,2017-05-09,11,2,0
2021,"CA","control",16392,"Web",376,1997,2017-05-11,8,1,0
8407,"US","treatment",7907,"Other",383,1174,2017-05-11,7,4,0
2212,"US","treatment",11808,"Android",427,1886,2017-05-15,5,2,0
9410,"CA","treatment",12810,"Android",317,2840,2017-05-11,3,0,0
9057,"CN","treatment",18650,"Android",332,1016,2017-05-10,3,0,0
7606,"CN","control",9120,"Android",342,2639,2017-05-15,3,1,0
4674,"CA","control",19428,"Ios",233,2209,2017-05-18,3,0,0
1928,"US","control",7602,"Android",230,1692,2017-05-19,3,0,0
2775,"US","control",17031,"Ios",339,2169,2017-05-13,7,0,0
6216,"GB","control",6039,"Android",167,2971,2017-05-11,7,3,0
4947,"CN","treatment",17333,"Other",304,2804,2017-05-13,12,2,0
4428,"GB","treatment",9521,"Other",389,1671,2017-05-11,8,4,0
1790,"US","treatment",17069,"Android",486,1666,2017-05-10,3,0,0
2512,"US","control",19187,"Web",141,1190,2017-05-13,6,1,0
4979,"GB","control",9952,"Web",486,2052,2017-05-14,12,3,0
9669,"US","control",9939,"Web",439,1679,2017-05-15,2,1,0
3556,"CN","treatment",19432,"Web",416,1672,2017-05-15,9,0,0
1635,"CA","treatment",13664,"Other",481,1924,2017-05-15,6,1,0
2694,"CN","control",18061,"Android",257,2936,2017-05-19,1,0,0
9936,"US","control",11297,"Ios",295,1427,2017-05-11,5,2,0
4581,"CN","treatment",19608,"Android",376,1757,2017-05-19,2,1,0
1934,"CN","control",8954,"Ios",212,2702,2017-05-09,6,0,0
6025,"CA","control",17955,"Other",305,1152,2017-05-11,3,1,0
3980,"CN","treatment",11936,"Web",344,2945,2017-05-08,3,1,0
5491,"US","control",15533,"Android",145,1147,2017-05-16,4,0,0
4693,"CA","treatment",5664,"Android",270,2835,2017-05-11,5,2,0
6489,"CA","control",9893,"Android",174,1400,2017-05-15,8,1,0
1653,"GB","control",14818,"Web",312,1732,2017-05-20,6,1,0
7826,"US","control",7183,"Android",314,1635,2017-05-18,3,1,0
7426,"US","treatment",10619,"Other",204,2425,2017-05-15,10,2,0
9171,"US","control",8844,"Ios",219,2767,2017-05-16,5,1,0
8814,"GB","control",6719,"Web",346,2369,2017-05-09,8,2,0
7082,"CA","treatment",7833,"Ios",466,1659,2017-05-08,5,0,0
4533,"CN","treatment",18298,"Android",371,2050,2017-05-08,3,1,0
9216,"CA","control",10320,"Other",441,1060,2017-05-21,4,1,0
7854,"US","treatment",11443,"Ios",457,1143,2017-05-16,7,1,0
7235,"US","control",10060,"Android",305,1765,2017-05-15,10,3,338.831715873008
6513,"GB","control",19941,"Android",432,1817,2017-05-08,5,1,0
3437,"US","treatment",16146,"Other",260,2328,2017-05-09,5,1,0
4280,"US","treatment",17290,"Android",434,1954,2017-05-11,6,2,92.5699584857832
2776,"CA","treatment",19955,"Web",130,1485,2017-05-12,2,0,0
4916,"US","control",18610,"Other",343,2901,2017-05-11,5,0,0
5320,"US","control",15710,"Android",360,1234,2017-05-20,4,2,143.481985054886
6864,"GB","control",7823,"Web",170,2410,2017-05-21,2,1,0
9072,"US","control",15992,"Android",474,1305,2017-05-19,4,0,0
1781,"US","control",10300,"Web",475,1726,2017-05-21,1,0,0
4835,"US","control",9887,"Web",221,2586,2017-05-14,3,0,0
2715,"CN","treatment",14403,"Android",316,2209,2017-05-08,9,2,0
6292,"US","treatment",15886,"Other",253,2605,2017-05-16,7,2,0
3223,"US","treatment",18792,"Ios",337,1956,2017-05-09,9,0,0
4153,"CN","treatment",8755,"Android",218,2496,2017-05-19,7,2,0
8133,"US","treatment",5287,"Other",316,1676,2017-05-12,8,3,0
9319,"CN","treatment",10812,"Android",100,1373,2017-05-14,6,1,0
4998,"CA","treatment",11234,"Web",267,1096,2017-05-13,6,0,0
5739,"GB","treatment",10434,"Android",432,1928,2017-05-14,15,1,0
3632,"US","control",6092,"Other",271,1521,2017-05-14,8,2,0
1769,"CN","control",15916,"Other",142,2340,2017-05-12,6,0,0
4317,"US","control",11711,"Android",241,2673,2017-05-16,8,2,0
7619,"GB","control",19661,"Ios",452,2466,2017-05-17,1,0,0
2414,"US","treatment",5643,"Android",454,1987,2017-05-18,6,0,0
6363,"US","treatment",11551,"Web",395,1653,2017-05-20,8,1,0
7130,"CN","treatment",18776,"Other",198,1040,2017-05-11,9,3,0
NA,"US","treatment",19087,"Other",275,1332,2017-05-14,10,5,96.2840544324682
6261,"CA","treatment",7120,"Web",404,1792,2017-05-20,4,0,0
NA,"CN","control",19280,"Other",276,2543,2017-05-16,7,1,0
2134,"CA","control",18398,"Android",178,1834,2017-05-21,5,0,0
3626,"GB","control",16391,"Android",255,1254,2017-05-17,6,0,0
5336,"US","treatment",11713,"Web",408,2758,2017-05-14,6,0,0
3272,"US","control",6038,"Android",135,2498,2017-05-20,4,0,0
3973,"GB","treatment",16456,"Android",246,1705,2017-05-18,5,0,0
8895,"CN","treatment",16782,"Android",186,1265,2017-05-19,5,0,0
6558,"CA","treatment",16638,"Android",176,1652,2017-05-15,11,0,0
7430,"CA","treatment",17672,"Android",310,2395,2017-05-10,6,0,0
5413,"US","treatment",15793,"Ios",211,2931,2017-05-12,7,0,0
7546,"GB","treatment",6737,"Android",280,2737,2017-05-08,6,0,0
2163,"GB","treatment",18403,"Ios",472,2209,2017-05-18,8,2,0
1118,"US","treatment",11585,"Android",300,1912,2017-05-19,4,1,0
1644,"CN","control",13269,"Web",261,2015,2017-05-13,2,1,0
3638,"CA","treatment",5874,"Ios",372,1437,2017-05-10,6,4,123.766970684118
7019,"CA","control",19670,"Android",363,1856,2017-05-09,3,1,0
NA,"US","control",8387,"Web",132,1593,2017-05-19,1,1,0
5982,"GB","control",8458,"Other",317,1649,2017-05-10,4,0,0
6964,"GB","control",9101,"Android",366,1425,2017-05-19,5,0,0
2654,"US","control",8085,"Web",320,2588,2017-05-08,7,1,0
8906,"CN","treatment",8723,"Android",166,1172,2017-05-10,6,2,0
4595,"US","control",17057,"Web",195,2435,2017-05-14,9,1,0
7631,"GB","treatment",15031,"Android",352,1855,2017-05-15,4,1,0
2349,"US","control",9470,"Android",139,2161,2017-05-10,9,1,0
7782,"GB","treatment",13885,"Ios",239,2072,2017-05-08,4,1,0
7725,"US","treatment",12058,"Other",151,2845,2017-05-18,4,2,0
1341,"CA","control",11476,"Other",279,1856,2017-05-20,6,0,0
7555,"US","treatment",11130,"Android",225,1725,2017-05-09,4,0,0
3570,"CN","control",5091,"Ios",291,1322,2017-05-19,9,1,0
9010,"CN","control",15569,"Web",169,1506,2017-05-20,7,2,168.177088520014
2102,"US","control",18623,"Web",414,1660,2017-05-18,9,1,0
8150,"CA","treatment",19732,"Web",140,1166,2017-05-18,10,1,0
4401,"GB","treatment",19761,"Other",370,1227,2017-05-20,5,2,0
9463,"US","treatment",12988,"Web",333,1121,2017-05-14,5,0,0
9291,"CA","control",11621,"Android",168,1892,2017-05-13,4,0,0
3905,"GB","control",19749,"Other",145,2082,2017-05-13,6,3,110.801363772779
8402,"GB","treatment",6416,"Android",230,2721,2017-05-13,9,5,245.66170090333
8471,"US","treatment",14309,"Android",356,2213,2017-05-20,3,0,0
5266,"GB","treatment",15360,"Ios",236,2524,2017-05-14,5,0,0
7166,"CA","treatment",7031,"Web",491,1874,2017-05-12,7,0,0
9513,"CA","treatment",19145,"Android",337,2032,2017-05-08,4,1,0
3694,"GB","control",19093,"Ios",175,1344,2017-05-11,5,1,0
4488,"US","treatment",12183,"Ios",399,2664,2017-05-15,11,2,0
8775,"GB","treatment",11041,"Android",284,1349,2017-05-16,3,0,0
5944,"CN","control",9275,"Android",160,1397,2017-05-18,5,2,0
2888,"CN","treatment",14228,"Android",331,2065,2017-05-14,10,0,0
5762,"CN","treatment",17040,"Android",452,2556,2017-05-13,2,0,0
2437,"CA","control",8079,"Ios",136,2469,2017-05-14,10,1,0
9846,"US","control",5663,"Android",319,2454,2017-05-21,3,0,0
6413,"GB","control",11235,"Android",242,1633,2017-05-10,2,1,0
3924,"CA","control",11983,"Web",132,1749,2017-05-17,7,0,0
NA,"US","control",10728,"Web",445,2673,2017-05-16,6,0,0
7697,"US","control",7388,"Ios",200,1225,2017-05-11,10,0,0
9303,"US","control",5816,"Android",319,2463,2017-05-10,2,0,0
5111,"GB","control",5540,"Other",422,2032,2017-05-13,2,0,0
9734,"US","treatment",16822,"Android",338,1965,2017-05-08,5,1,0
5771,"US","treatment",19916,"Android",264,1515,2017-05-12,6,2,0
2166,"US","treatment",17411,"Ios",239,1967,2017-05-11,5,1,0
8673,"US","treatment",9273,"Other",365,1961,2017-05-17,4,1,0
2098,"US","treatment",8742,"Ios",414,2530,2017-05-15,5,1,0
6290,"US","treatment",16656,"Ios",147,2507,2017-05-10,2,1,0
4151,"CN","control",7097,"Web",212,1369,2017-05-13,3,1,0
2657,"GB","control",11374,"Web",367,2259,2017-05-10,7,1,0
5374,"GB","treatment",11747,"Web",108,1579,2017-05-12,8,0,0
5984,"CA","treatment",11125,"Web",130,1136,2017-05-12,4,1,0
2989,"GB","treatment",18548,"Android",305,2709,2017-05-15,9,2,0
2552,"CN","treatment",8496,"Other",205,2852,2017-05-13,3,0,0
2481,"CA","control",15614,"Other",442,2314,2017-05-13,2,0,0
8495,"US","treatment",11832,"Web",162,2455,2017-05-21,8,1,0
8186,"GB","control",18775,"Other",107,2503,2017-05-15,6,0,0
4121,"US","treatment",12414,"Android",405,2337,2017-05-17,6,2,0
4503,"CA","treatment",19951,"Other",447,1554,2017-05-14,5,1,0
1728,"US","treatment",16381,"Android",195,2992,2017-05-17,4,0,0
2863,"US","treatment",7152,"Web",272,2894,2017-05-16,3,0,0
8888,"GB","control",17714,"Other",357,2741,2017-05-17,7,2,0
7859,"CN","treatment",6653,"Web",489,2862,2017-05-19,3,1,0
4618,"GB","control",12775,"Other",397,1714,2017-05-12,4,0,0
6132,"CA","control",6105,"Android",373,2417,2017-05-19,3,0,0
8225,"CN","control",15951,"Other",188,2288,2017-05-12,4,3,0
3364,"US","treatment",19309,"Android",279,2743,2017-05-14,5,2,0
7184,"CA","control",9277,"Ios",431,1208,2017-05-19,9,3,0
5000,"CN","treatment",9726,"Web",358,1158,2017-05-19,6,1,0
5816,"CA","control",16356,"Android",315,2136,2017-05-19,7,2,84.3300655763779
3515,"US","control",9983,"Ios",151,1387,2017-05-20,3,1,0
5352,"CN","control",5771,"Other",465,1288,2017-05-18,3,0,0
8429,"GB","treatment",12883,"Ios",290,1719,2017-05-21,6,3,0
6147,"US","control",13439,"Ios",183,1372,2017-05-08,6,1,0
1636,"US","treatment",13568,"Other",466,2593,2017-05-10,7,2,102.739296239758
7904,"GB","control",18305,"Other",111,2581,2017-05-09,4,1,0
1901,"US","treatment",10940,"Ios",345,1680,2017-05-08,6,1,0
8322,"CN","treatment",19882,"Android",406,2921,2017-05-12,5,2,0
8069,"CN","control",16378,"Web",478,1635,2017-05-19,4,0,0
3270,"CA","treatment",7512,"Android",455,2030,2017-05-15,5,1,0
4992,"GB","treatment",18988,"Web",499,1624,2017-05-15,6,2,74.8750947680644
7438,"US","control",14199,"Android",284,1092,2017-05-18,7,0,0
2562,"US","control",9358,"Ios",214,1059,2017-05-10,5,0,0
9576,"GB","treatment",19579,"Ios",375,1570,2017-05-21,5,1,0
2240,"CA","control",12611,"Android",180,2394,2017-05-10,2,0,0
1021,"CN","treatment",14689,"Web",257,1138,2017-05-14,9,2,0
8146,"US","treatment",16015,"Ios",466,2946,2017-05-17,6,2,0
1463,"US","treatment",16688,"Ios",260,2568,2017-05-21,3,0,0
5107,"US","control",14370,"Other",384,1633,2017-05-18,3,1,0
9913,"CA","control",9942,"Other",135,2246,2017-05-08,5,1,0
3815,"US","treatment",14224,"Web",153,1121,2017-05-17,4,2,110.21414003557
6244,"US","treatment",13272,"Android",330,2655,2017-05-19,6,2,0
8646,"US","control",14301,"Android",450,1729,2017-05-21,4,0,0
7053,"CA","control",14654,"Android",124,2339,2017-05-13,9,2,0
3402,"GB","control",16553,"Ios",421,1744,2017-05-14,6,0,0
4048,"US","control",18920,"Web",418,2541,2017-05-14,5,2,0
6278,"US","control",18377,"Other",481,2400,2017-05-11,7,2,0
8428,"GB","treatment",17497,"Ios",312,2290,2017-05-10,2,1,0
6880,"US","control",15399,"Other",136,2190,2017-05-19,7,2,107.239455584152
7939,"CN","treatment",7928,"Android",385,1537,2017-05-18,9,2,77.2446492691602
8171,"US","treatment",6277,"Other",133,2552,2017-05-10,5,0,0
1122,"US","treatment",7940,"Ios",223,2294,2017-05-17,9,3,0
1470,"CA","control",13383,"Other",140,1929,2017-05-11,4,1,0
7160,"CN","treatment",8165,"Other",409,1357,2017-05-19,5,1,0
9960,"GB","control",12325,"Web",483,1422,2017-05-12,11,3,93.1534326674405
9503,"US","control",18899,"Web",276,1486,2017-05-11,7,1,116.530411827272
4766,"CA","treatment",17263,"Ios",147,2767,2017-05-18,10,2,108.461274770101
2015,"US","treatment",14655,"Other",377,1443,2017-05-20,4,1,0
3985,"US","control",9489,"Web",239,2949,2017-05-16,5,1,64.4841817897271
4242,"US","treatment",13236,"Web",472,2729,2017-05-21,4,0,0
4346,"US","treatment",15154,"Web",368,1358,2017-05-16,9,1,0
3576,"CN","control",19156,"Web",185,2539,2017-05-20,8,2,0
2947,"GB","control",10147,"Android",206,1464,2017-05-09,7,1,0
5590,"GB","control",8075,"Android",424,1485,2017-05-08,6,1,0
1754,"CN","treatment",16470,"Web",226,2210,2017-05-17,7,1,102.35837663052
7889,"US","treatment",13709,"Android",223,2003,2017-05-15,4,0,0
4917,"US","treatment",12314,"Other",251,1827,2017-05-16,3,1,0
4345,"GB","control",18136,"Android",341,1095,2017-05-09,2,0,0
4340,"US","control",18924,"Web",224,2720,2017-05-11,11,3,0
1238,"GB","control",10488,"Other",247,2204,2017-05-21,1,1,0
8627,"GB","treatment",18423,"Ios",239,2891,2017-05-13,7,1,0
5192,"CA","treatment",13619,"Other",150,2233,2017-05-15,8,2,0
8384,"CA","control",11501,"Other",349,2040,2017-05-12,12,1,0
2618,"US","control",14169,"Ios",462,2533,2017-05-10,1,0,0
9112,"US","treatment",10662,"Android",260,2735,2017-05-14,4,0,0
5534,"CA","treatment",5684,"Other",388,2074,2017-05-10,5,2,0
8344,"US","control",12510,"Android",151,2222,2017-05-17,8,4,0
5091,"CA","treatment",17175,"Other",460,2070,2017-05-08,5,1,0
3285,"CA","control",6704,"Android",398,2341,2017-05-11,13,2,0
5772,"US","control",14516,"Web",382,2847,2017-05-09,5,1,0
2176,"CN","control",9910,"Ios",259,1036,2017-05-18,3,1,0
1116,"CN","treatment",19810,"Android",434,2838,2017-05-08,10,5,0
7835,"CA","treatment",8575,"Ios",273,2506,2017-05-15,2,0,0
8016,"US","treatment",16517,"Android",448,1262,2017-05-21,5,2,0
2603,"CA","control",15780,"Android",450,1515,2017-05-09,3,0,0
8731,"GB","treatment",5025,"Android",335,1325,2017-05-13,3,0,0
1476,"CN","treatment",17442,"Android",203,2656,2017-05-14,6,0,0
2512,"US","control",19187,"Web",141,1190,2017-05-10,5,1,0
2308,"CA","control",10340,"Android",162,2281,2017-05-17,6,1,0
2378,"US","control",9711,"Android",375,2701,2017-05-11,8,2,0
5265,"US","control",8364,"Web",122,1414,2017-05-08,6,1,0
6008,"CN","control",5140,"Web",149,2950,2017-05-19,3,0,0
6594,"US","control",8557,"Android",207,1934,2017-05-15,7,1,0
2568,"CA","control",7182,"Other",288,1710,2017-05-08,1,0,0
8281,"US","control",16986,"Android",326,1907,2017-05-14,5,2,0
9753,"US","treatment",6218,"Other",447,2604,2017-05-11,6,2,0
2787,"US","control",12113,"Android",245,2000,2017-05-21,2,1,0
1128,"US","control",10202,"Web",150,2340,2017-05-10,8,2,0
2118,"US","treatment",7355,"Web",212,1702,2017-05-12,5,0,0
9127,"US","control",19102,"Ios",280,2965,2017-05-17,6,1,0
5161,"US","control",15182,"Other",412,1921,2017-05-20,5,2,0
3149,"US","treatment",13023,"Android",415,2711,2017-05-19,5,2,0
3412,"GB","treatment",7796,"Android",107,2224,2017-05-19,9,3,90.8146522825614
6119,"GB","treatment",16063,"Web",291,2199,2017-05-09,6,2,314.693464490623
2015,"US","treatment",14655,"Other",377,1443,2017-05-15,4,0,0
8194,"GB","treatment",14773,"Web",227,1311,2017-05-18,4,0,0
6705,"CN","treatment",5994,"Other",196,1450,2017-05-12,10,1,0
8199,"CN","treatment",19583,"Other",392,2825,2017-05-12,6,0,0
5170,"US","control",5923,"Ios",459,2523,2017-05-13,7,2,0
3580,"CN","treatment",15021,"Android",374,1946,2017-05-18,5,0,0
7510,"US","control",12654,"Android",106,1709,2017-05-11,7,0,0
4979,"GB","control",9952,"Web",486,2052,2017-05-10,5,1,0
2236,"CA","control",8065,"Ios",167,1948,2017-05-11,9,4,102.738813122066
5017,"GB","treatment",9411,"Ios",277,2574,2017-05-16,8,2,0
4116,"CN","control",7693,"Other",395,2049,2017-05-10,3,0,0
7080,"US","treatment",6355,"Android",244,1443,2017-05-13,12,5,66.8000531092365
8775,"GB","treatment",11041,"Android",284,1349,2017-05-17,6,0,0
3381,"US","control",7364,"Android",114,2896,2017-05-11,3,1,0
8370,"US","treatment",9044,"Ios",473,2649,2017-05-20,5,1,0
4330,"US","control",12556,"Web",360,2270,2017-05-20,2,0,0
1625,"CN","control",9439,"Ios",482,1249,2017-05-13,10,2,0
1695,"US","control",15906,"Web",177,2744,2017-05-14,3,1,0
5740,"US","control",16587,"Web",406,2092,2017-05-19,4,0,0
3178,"US","control",19202,"Android",387,2945,2017-05-18,4,0,0
7875,"CA","control",5468,"Web",111,2056,2017-05-16,2,0,0
4034,"CN","treatment",13409,"Ios",302,2570,2017-05-08,7,2,0
7491,"US","treatment",10447,"Web",486,1999,2017-05-10,4,1,98.8841132457479
4172,"GB","treatment",7443,"Android",409,2272,2017-05-18,6,2,126.751630305485
8247,"US","control",5172,"Android",229,2300,2017-05-11,9,1,0
3120,"US","treatment",10097,"Other",173,1799,2017-05-17,5,2,0
5764,"CN","treatment",5031,"Android",106,1967,2017-05-08,6,3,0
8860,"GB","control",18094,"Android",315,1829,2017-05-10,4,3,119.403481040715
7971,"GB","control",18087,"Android",187,2612,2017-05-14,4,1,0
6644,"GB","treatment",5235,"Android",379,1851,2017-05-21,0,0,0
2658,"US","treatment",5264,"Android",208,2429,2017-05-16,7,0,0
7480,"US","treatment",10275,"Android",302,2869,2017-05-16,7,2,0
3060,"US","control",15889,"Web",219,2711,2017-05-18,7,0,0
1204,"GB","control",16166,"Android",266,1470,2017-05-10,7,2,0
6861,"US","control",5887,"Android",364,1162,2017-05-11,5,0,0
3928,"US","control",8348,"Android",449,2063,2017-05-10,6,1,0
4668,"US","control",5157,"Web",186,1795,2017-05-11,6,2,0
